target,Wife_Education,Husband_Education,Children,Wife_religion,Wife_working,Husband_Occupation,SOLI,Media_Exposure,Contraceptive_Method,Residual_signed,Residual,Residual_CV
35,4,4,3,1,1,1,4,0,2,-1.5348822606486507,2.355863554053913,0.3024999999999969
31,4,4,4,1,1,3,3,0,2,-1.8100000000000023,3.2761000000000084,1.7556249999999982
42,4,4,6,1,1,1,3,0,2,0.7753333333333359,0.6011417777777817,0.1806249999999976
49,3,4,4,1,1,3,4,0,2,4.240000000000002,17.977600000000017,28.196100000000023
21,4,4,1,1,1,1,3,0,2,-0.8213095238095214,0.6745493339002228,6.502500000000004
28,3,4,3,1,1,1,4,0,2,2.6152200577200624,6.839375950301326,90.34502500000005
22,4,4,1,1,1,1,3,0,2,0.17869047619047862,0.031930286281180005,0.30250000000000077
36,4,4,3,1,0,1,4,0,2,-4.205891941391947,17.68952702266572,20.702500000000008
45,2,2,9,1,1,3,3,0,2,2.4399999999999977,5.953599999999989,0.02559999999999891
40,4,4,4,1,1,1,4,0,2,-0.7023775439386881,0.49333421422934376,4.558224999999991
30,2,2,7,1,1,3,4,0,2,-4.935000000000002,24.35422500000002,3.3306249999999973
35,4,4,5,1,0,1,4,0,2,-5.100499999999997,26.015100249999968,0.02559999999999891
26,2,4,2,1,1,1,4,0,2,-1.0673571428571442,1.139251270408166,1.8360250000000011
45,4,4,3,1,1,1,4,0,2,8.46511773935135,71.6582183410809,0.0650250000000013
27,3,3,2,1,1,3,4,0,2,0.578000000000003,0.33408400000000343,3.2400000000000024
32,4,4,4,1,1,1,2,0,2,-0.24499999999999744,0.060024999999998746,6.426224999999983
27,4,4,3,1,1,1,3,0,2,-2.227248384756514,4.960635367400501,4.6656
28,4,4,2,0,1,1,4,0,2,-0.01683333333333792,0.00028336111111126547,34.16402499999999
30,4,4,3,1,1,2,1,0,2,-0.3550000000000004,0.1260250000000003,1.1235999999999973
34,4,4,4,1,1,2,4,0,2,-0.8838205128205132,0.781138698882315,5.522500000000007
26,3,4,3,1,1,2,3,0,2,-0.37166666666666615,0.13813611111111074,8.880400000000003
44,1,4,2,1,1,1,3,0,2,4.009999999999998,16.080099999999984,15.80062500000001
29,4,4,3,1,1,1,4,0,2,-7.534882260648651,56.77445068183772,1.0920250000000036
26,3,4,2,1,1,3,3,0,2,0.3844761904761924,0.14782194104308538,0.0020250000000001534
41,4,4,8,1,1,1,4,0,2,-3.0747142857142933,9.453867938775558,18.835600000000028
32,3,3,4,1,0,3,3,0,2,-0.7000000000000028,0.490000000000004,2.822399999999999
23,3,1,1,1,0,3,3,0,2,-1.8999999999999986,3.6099999999999945,0.9408999999999978
38,2,3,4,1,1,1,2,0,2,0.2839999999999989,0.08065599999999938,12.145224999999996
22,4,4,1,1,0,2,2,0,2,-2.3850000000000016,5.688225000000007,0.24009999999999848
34,3,4,3,0,1,1,4,0,2,-1.1483333333333263,1.3186694444444282,0.0702250000000003
38,3,4,7,0,1,2,3,0,2,-0.030000000000001137,0.0009000000000000682,0.193599999999998
21,4,4,1,1,1,1,4,0,2,-3.6447170329670264,13.283962250399965,2.975625000000005
43,1,3,4,1,1,1,4,0,2,2.7974999999999994,7.826006249999997,0.1806249999999976
44,3,3,9,1,1,1,1,0,2,0.6893333333333231,0.4751804444444304,3.0276000000000067
24,4,4,1,1,1,2,4,0,2,2.7399999999999984,7.507599999999991,70.39210000000001
27,4,4,1,1,0,3,3,0,2,-0.16499999999999915,0.027224999999999718,0.010000000000000285
34,3,4,4,1,1,3,3,0,2,-0.8074999999999974,0.6520562499999959,1.809024999999997
29,3,4,2,1,1,1,4,0,2,-1.8989285714285629,3.6059297193877224,3.0625
26,4,4,1,1,0,2,3,0,2,0.34499999999999886,0.11902499999999921,5.0850249999999955
37,4,4,7,1,1,1,4,0,2,-4.771666666666661,22.768802777777726,1.9460250000000088
21,3,4,3,1,1,1,4,0,2,-4.384779942279938,19.226295142220454,59.213025
47,4,4,4,0,1,2,4,0,2,7.305257575757572,53.3667882481634,0.20250000000000257
41,4,4,3,1,0,2,3,0,2,3.164666666666669,10.015115111111125,21.715599999999966
29,3,4,3,1,1,1,3,0,2,-2.3759999999999906,5.645375999999955,1.9182250000000043
25,4,4,1,1,0,1,4,0,2,0.37783333333333147,0.14275802777777638,17.935224999999996
33,4,4,2,0,0,1,3,0,2,1.4288333333333334,2.0415646944444448,0.0020250000000001534
23,4,4,1,0,1,1,4,0,2,-2.555690476190481,6.5315538100907276,1.8225000000000038
32,4,4,4,1,1,2,3,0,2,-2.3384999999999962,5.468582249999982,1.2996000000000012
45,4,4,3,1,1,1,4,0,2,8.46511773935135,71.6582183410809,0.10562500000000184
37,4,4,4,1,1,1,4,0,2,-3.702377543938688,13.707599477861473,0.6642249999999963
35,2,4,4,0,1,3,2,0,2,-1.1499999999999986,1.3224999999999967,5.832224999999996
37,4,4,3,1,1,3,4,0,2,2.164666666666669,4.6857817777777875,0.008100000000000614
35,4,4,5,1,1,2,4,0,2,-0.7421428571428521,0.5507760204081558,3.010224999999998
23,4,4,1,1,1,3,3,0,2,-0.7519166666666663,0.5653786736111106,1.7030249999999993
38,2,2,8,1,1,2,2,0,2,1.2039999999999935,1.4496159999999845,50.694399999999966
41,4,4,4,0,0,2,4,0,2,1.8908063407181075,3.5751486180998,0.012099999999999875
35,1,2,9,1,0,3,1,0,2,-3.020000000000003,9.12040000000002,0.2550250000000026
29,4,4,3,1,1,3,2,0,2,-0.6490000000000009,0.42120100000000116,1.7688999999999955
26,3,3,2,1,1,1,3,0,2,-0.88157142857143,0.777168183673472,3.204099999999997
22,3,3,2,1,1,3,3,0,2,-2.150952380952379,4.626596145124709,5.569599999999998
30,2,3,5,1,1,3,1,1,2,-1.5500000000000007,2.402500000000002,1.2320999999999986
36,4,4,3,1,1,3,3,0,2,2.141999999999996,4.588163999999982,2.205224999999998
26,3,4,3,1,1,1,4,0,2,0.6152200577200624,0.3784957194210769,90.06010000000003
32,4,4,2,1,0,3,4,0,2,-0.20949999999999847,0.04389024999999936,4.494400000000004
39,4,4,3,0,1,2,4,0,2,1.7478452380952305,3.054962976332173,0.05289999999999856
29,3,4,3,1,1,1,3,0,2,-2.3759999999999906,5.645375999999955,1.7688999999999955
40,4,4,5,1,1,1,3,0,2,1.2483333333333348,1.558336111111115,0.0012249999999997612
43,3,3,6,1,0,3,2,0,2,3.3966666666666683,11.537344444444456,1.8495999999999984
44,3,4,6,1,1,3,2,0,2,2.8533333333333317,8.141511111111102,0.02559999999999891
24,4,4,2,1,1,2,4,0,2,-4.45571428571429,19.853389795918407,0.24009999999999848
42,4,4,3,1,0,1,4,0,2,1.7941080586080531,3.2188237259623573,5.040024999999988
33,3,4,2,1,1,1,4,0,2,2.101071428571437,4.4145011479592196,0.5929000000000049
24,4,4,1,0,1,2,3,0,2,-0.7426666666666684,0.5515537777777803,0.09922500000000081
28,3,4,2,0,1,2,3,0,2,-3.3026666666666635,10.90760711111109,0.40960000000000074
32,2,1,5,1,0,2,2,0,2,-1.7999999999999972,3.2399999999999896,1.3456000000000004
26,2,2,4,1,1,3,4,0,2,-1.7399999999999984,3.0275999999999947,5.428899999999992
27,4,4,1,1,1,1,4,0,2,2.3552829670329736,5.5473578547956475,4.515625
41,3,4,3,0,1,2,4,0,2,4.219619047619055,17.805184907029542,0.22562500000000135
28,3,4,2,0,1,3,3,0,2,-1.9653333333333336,3.862535111111112,0.01689999999999974
23,4,4,1,1,0,3,4,0,2,-2.119999999999994,4.494399999999974,0.039999999999999716
31,2,2,4,1,1,4,3,1,2,-2.3546666666666667,5.544455111111112,23.765625
33,4,4,3,0,1,2,4,0,2,-4.2521547619047695,18.080820119189408,0.0020250000000001534
35,4,4,5,1,1,1,4,0,2,-5.030452380952376,25.305451157029427,0.030624999999999004
39,3,4,5,1,1,3,4,0,2,1.1724999999999994,1.3747562499999986,7.398399999999993
27,4,4,2,1,1,1,3,0,2,-0.19917460317460467,0.03967052254976124,0.01822500000000042
48,4,4,3,0,1,1,4,0,2,4.975166666666681,24.75228336111125,54.24322500000003
25,3,1,2,1,0,3,4,0,2,-1.533249999999999,2.3508555624999965,13.764100000000006
38,4,4,4,1,1,2,4,0,2,3.116179487179487,9.710574596318208,7.756224999999981
48,4,4,7,1,0,1,4,0,2,1.259999999999998,1.587599999999995,3.9800249999999897
34,4,4,4,1,0,3,3,0,2,0.40500000000000114,0.16402500000000092,7.182399999999999
36,3,3,4,1,1,1,3,0,2,0.14500000000000313,0.021025000000000908,0.45562499999999617
34,4,4,3,1,0,3,4,0,2,0.12333333333333485,0.015211111111111486,0.16402500000000092
42,4,4,4,0,0,2,4,0,2,2.8908063407181075,8.356761299536014,1.7556250000000075
45,3,3,5,0,1,1,3,0,2,2.3699999999999974,5.616899999999988,5.452225000000004
37,4,4,4,0,1,2,4,0,2,-2.6947424242424276,7.261636733011955,4.410000000000006
38,4,4,3,0,0,2,4,0,2,0.7335952380952335,0.5381619733560024,1.9321000000000015
42,3,3,4,0,1,3,4,0,2,0.7700000000000031,0.5929000000000049,19.35999999999999
42,2,4,5,0,1,2,3,0,2,2.376666666666665,5.648544444444437,0.0056250000000004265
41,4,4,6,1,1,1,4,0,2,0.24357142857144254,0.05932704081633333,1.1130249999999995
43,4,4,5,0,1,1,4,0,2,0.929785714285714,0.8645014744897954,1.8360249999999916
34,4,4,2,0,0,3,2,0,2,1.4600000000000009,2.1316000000000024,0.0650250000000013
44,2,3,1,0,1,2,4,0,2,8.615000000000002,74.21822500000003,20.115224999999995
41,4,4,4,0,1,1,4,0,2,0.020488095238107462,0.00041976204648576165,0.7832249999999965
36,4,4,3,1,1,1,4,0,2,-0.5348822606486507,0.28609903275661114,0.002499999999999716
34,1,2,5,1,1,3,4,0,2,-0.6000000000000014,0.3600000000000017,0.15602500000000247
32,3,2,5,1,1,3,3,0,3,1.1499999999999986,1.3224999999999967,20.79360000000002
34,3,3,6,1,1,1,4,0,3,-1.0777777777777757,1.1616049382716005,0.23522499999999946
24,4,4,2,1,0,3,3,0,3,-1.911047619047622,3.652103002267585,0.6400000000000011
21,3,3,1,0,1,3,2,0,3,-1.315999999999999,1.7318559999999972,5.904899999999999
38,4,3,9,1,1,3,3,0,3,-1.0,1.0,2.6896000000000018
39,4,4,3,1,0,1,4,0,3,5.855629897879886,34.28840150094481,4.0804000000000125
35,2,2,6,1,0,2,2,1,3,0.29999999999999716,0.08999999999999829,0.04000000000000114
30,2,3,7,1,1,3,3,0,3,-2.8893809523809537,8.348522287981867,0.03062500000000025
17,3,4,1,1,1,3,3,0,3,-3.4389285714285727,11.826229719387763,13.950224999999996
32,2,4,3,1,1,3,4,0,3,3.028867965367958,9.174041151632233,0.390625
43,4,4,5,0,1,1,4,0,3,0.7150476190476098,0.5112930975056558,7.022499999999993
31,2,2,4,1,1,3,3,0,3,0.8500000000000014,0.7225000000000024,2.975625000000005
24,1,2,3,1,1,3,2,0,3,-0.4499999999999993,0.20249999999999935,1.5625
26,2,4,3,1,1,1,3,0,3,-1.2993333333333439,1.6882671111111385,0.245025000000001
35,3,4,4,1,0,1,4,0,3,0.4239999999999995,0.17977599999999958,1.7424000000000008
46,3,4,4,1,0,3,4,0,3,4.490000000000002,20.160100000000018,7.075599999999982
29,2,3,3,1,1,3,3,0,3,-0.0360595238095236,0.0013002892573695992,4.752399999999999
21,3,4,1,1,0,3,4,0,3,-1.8119999999999976,3.283343999999991,0.1722249999999993
31,4,4,5,1,0,1,4,0,3,-6.927999999999997,47.99718399999996,1.1663999999999963
24,4,4,2,1,1,3,3,0,3,-2.0109999999999992,4.044120999999997,0.10562499999999954
24,2,4,3,1,1,3,3,0,3,-2.0859404761904656,4.3511476702097065,1.8495999999999984
36,4,4,4,1,1,1,3,0,3,1.5931666666666544,2.538180027777739,0.14822499999999847
37,2,3,9,1,1,3,3,0,3,-0.5366666666666617,0.28801111111110583,3.8220249999999933
37,3,3,6,1,1,3,3,0,3,3.7528571428571453,14.083936734693896,9.859600000000004
37,3,3,11,1,1,1,2,0,3,-1.610666666666667,2.594247111111112,0.10240000000000019
44,4,4,4,0,1,2,3,0,3,2.603666666666669,6.779080111111123,62.72640000000003
35,2,3,6,1,1,2,3,0,3,0.777000000000001,0.6037290000000016,6.30009999999999
25,4,4,3,1,1,3,3,0,3,0.5928333333333313,0.35145136111110875,13.286024999999997
21,4,4,2,1,1,2,3,0,3,-2.6083333333333307,6.803402777777764,5.0625
24,1,2,3,1,1,3,2,0,3,-0.4499999999999993,0.20249999999999935,1.5625
16,2,3,1,1,1,3,1,0,3,-4.150500000000001,17.22665025000001,6.6049000000000015
21,3,2,1,1,1,3,1,1,3,-0.5204999999999984,0.27092024999999836,21.02222500000001
25,2,4,2,1,1,2,4,0,3,-0.2749999999999986,0.07562499999999922,5.405624999999997
26,4,4,1,1,0,2,4,0,3,1.7242380952380962,2.972997009070298,18.275624999999987
43,4,4,2,1,1,1,4,0,3,13.684414640914643,187.26320406447903,0.0961000000000014
24,4,4,1,1,1,1,4,0,3,-3.089080447330442,9.542418010079244,0.7055999999999998
30,3,4,3,0,1,3,3,0,3,-2.458750000000002,6.04545156250001,0.05062500000000064
30,2,3,3,1,1,3,3,0,3,0.9639404761904764,0.9291812416383224,0.6642250000000021
26,4,4,2,1,1,3,3,0,3,-0.010999999999999233,0.00012099999999998311,0.03422499999999953
29,2,4,4,1,1,3,2,0,3,-0.9549999999999983,0.9120249999999968,1.2996000000000012
24,3,4,4,1,1,3,1,0,3,-2.129999999999999,4.536899999999996,6.656399999999991
29,3,3,2,1,1,3,2,0,3,1.2600000000000016,1.587600000000004,0.4489000000000023
29,1,2,1,1,1,3,3,0,3,0.5749999999999993,0.33062499999999917,0.9506250000000027
22,4,4,1,1,1,2,4,0,3,-1.1338333333333317,1.285578027777774,0.01102500000000009
30,3,3,4,1,0,3,2,0,3,-0.45250000000000057,0.20475625000000053,0.00022500000000001704
24,4,4,1,1,1,2,3,0,3,2.4005753968254027,5.762762235843439,11.189024999999992
25,4,4,2,1,1,1,2,0,3,-0.24583333333333357,0.06043402777777789,4.950625000000007
44,4,4,5,1,0,1,4,0,3,6.072000000000003,36.86918400000003,0.24502499999999747
28,2,3,3,1,1,2,4,0,3,-4.64976190476191,21.6202857709751,26.214400000000012
22,3,3,1,1,1,3,2,0,3,-0.22644444444444645,0.051277086419753995,0.33639999999999803
30,2,2,6,1,0,2,3,0,3,-1.1099999999999994,1.2320999999999986,8.820899999999993
25,3,4,3,1,1,2,4,0,3,-1.809000000000001,3.272481000000004,6.916899999999995
25,4,4,2,1,1,3,3,0,3,-1.0109999999999992,1.0221209999999985,0.10562499999999954
33,4,4,2,1,0,1,4,0,3,-0.9806776001776072,0.9617285554901108,19.891600000000007
33,3,3,4,1,0,2,3,0,3,0.19649999999999324,0.03861224999999734,3.0800249999999965
26,3,3,2,1,0,2,2,0,3,-0.3000000000000007,0.09000000000000043,3.3855999999999993
29,3,4,5,1,1,3,3,0,3,-1.5158333333333331,2.297750694444444,0.00010000000000003127
32,3,3,4,1,1,2,1,0,3,1.2769999999999975,1.6307289999999934,4.473225000000008
30,4,4,1,1,0,3,2,0,3,1.488666666666667,2.2161284444444456,18.0625
37,4,4,1,0,1,1,4,0,3,5.453797619047609,29.743908469529373,1.1130249999999995
31,1,2,4,1,1,3,3,0,3,0.596666666666664,0.35601111111110795,0.00490000000000004
36,1,2,4,1,1,3,1,1,3,1.9299999999999997,3.724899999999999,6.682225000000004
36,2,2,7,1,0,2,2,1,3,0.5600000000000023,0.31360000000000254,1.9880999999999904
26,3,4,2,1,0,2,4,0,3,-1.2048333333333296,1.4516233611111022,0.6240999999999987
36,4,4,3,1,1,1,4,0,3,0.8335819474643102,0.6948588631383921,4.79609999999999
28,4,4,1,1,1,2,4,0,3,4.866166666666668,23.679578027777794,26.010000000000016
33,4,4,5,1,1,3,3,0,3,-4.079999999999998,16.646399999999986,38.00722499999999
25,3,4,2,1,0,2,4,0,3,-2.2048333333333296,4.861290027777762,0.008099999999999975
31,4,4,2,0,1,1,4,0,3,-1.0790595238095264,1.1643694559240418,4.431025000000002
38,4,4,4,1,0,1,4,0,3,2.5461428571428613,6.4828434489796125,6.375624999999993
35,1,2,5,1,1,3,3,0,3,1.8699999999999974,3.4968999999999903,7.31702499999999
33,4,4,3,0,0,2,4,0,3,-0.2737857142857152,0.07495861734693927,3.8220249999999933
30,2,2,2,1,1,3,2,0,3,1.8558333333333294,3.444117361111097,3.0625
20,3,3,2,1,1,2,2,1,3,-2.388666666666669,5.705728444444456,16.851025000000003
18,3,3,1,1,1,2,2,0,3,-2.5327619047619088,6.414882866213172,0.6888999999999972
30,3,2,3,1,1,3,3,0,3,1.9882142857142853,3.9529960459183657,0.0625
35,2,3,6,1,0,3,2,0,3,-0.20000000000000284,0.04000000000000114,0.087025000000001
22,3,3,2,1,1,3,1,0,3,-1.224333333333334,1.4989921111111126,0.10562499999999954
28,2,4,7,1,1,3,3,0,3,-2.6946666666666665,7.261228444444444,13.395600000000002
21,3,3,1,1,1,3,1,0,3,-0.5781666666666645,0.3342766944444419,0.9604000000000008
27,3,4,4,1,1,3,4,0,3,-0.9369642857142857,0.8779020727040816,0.8930250000000005
30,3,4,3,1,1,3,3,0,3,1.8249999999999993,3.3306249999999973,0.006399999999999727
25,3,4,2,1,1,3,3,0,3,0.9333611111111111,0.8711629637345678,3.9006250000000056
26,4,4,3,1,1,3,2,0,3,1.1891666666666652,1.4141173611111075,42.05522499999999
37,2,4,5,1,1,1,4,0,3,1.2693333333333356,1.611207111111117,1.8495999999999984
47,1,3,9,1,0,3,3,0,3,2.799999999999997,7.839999999999984,31.19222500000001
36,1,1,5,1,1,3,3,0,3,1.0600000000000023,1.1236000000000048,5.452225000000004
36,2,3,6,1,1,2,4,0,3,3.219999999999999,10.368399999999992,37.39322500000002
36,4,4,3,1,1,2,4,0,3,-1.1676468253968153,1.363399108859261,11.356899999999984
28,4,4,4,1,1,3,4,0,3,-0.32500000000000284,0.10562500000000184,18.232900000000026
21,4,4,2,1,1,3,3,0,3,-5.010999999999999,25.110120999999992,0.9604000000000008
25,4,4,2,1,1,2,3,0,3,1.3916666666666693,1.9367361111111183,17.51422499999999
30,3,4,3,1,1,3,4,0,3,2.4352976190476205,5.930674493339009,2.624400000000003
22,3,3,3,1,1,3,3,0,3,-4.672282106782109,21.830220085356267,6.275024999999995
23,4,3,2,1,0,2,3,0,3,-1.6266666666666687,2.646044444444451,2.1904000000000012
36,3,4,9,1,1,3,4,0,3,-4.161666666666662,17.319469444444405,4.665599999999985
28,4,3,2,1,1,3,2,0,3,0.5044047619047625,0.2544241638322001,5.475599999999999
46,2,2,5,1,1,2,4,0,3,4.670000000000002,21.808900000000015,5.784025000000005
47,4,4,5,1,1,3,2,0,3,3.4299999999999997,11.764899999999997,55.056400000000025
41,1,4,5,1,0,2,4,0,3,2.969999999999999,8.820899999999993,4.972899999999986
44,4,4,5,1,1,3,4,0,3,3.7849999999999966,14.326224999999974,5.107599999999991
34,2,3,3,0,1,3,2,1,3,-0.48499999999999943,0.23522499999999946,2.839225000000008
37,2,3,6,1,1,3,4,0,3,1.2283333333333317,1.5088027777777737,4.687224999999996
34,4,4,2,0,1,1,4,0,3,1.9209404761904736,3.6900123130668834,15.880224999999996
22,2,4,2,1,1,3,2,0,3,-3.969249999999999,15.75494556249999,0.01102500000000009
33,2,3,4,1,1,2,3,0,3,1.6233333333333348,2.635211111111116,0.8099999999999974
21,3,4,3,1,1,3,1,0,3,-5.085547619047617,25.862794585600884,6.996024999999998
31,4,4,4,1,0,3,4,0,3,-1.56966666666667,2.4638534444444553,0.8190250000000021
41,4,3,5,1,0,3,4,0,3,1.0345000000000013,1.0701902500000027,5.736025000000015
30,4,3,4,1,1,3,3,0,3,-1.3566666666666691,1.8405444444444512,2.9929000000000014
32,2,4,5,1,1,3,4,0,3,-0.4638095238095232,0.2151192743764167,0.06759999999999897
27,4,4,2,0,0,2,4,0,3,-3.62541666666667,13.143646006944467,0.021024999999999877
26,4,4,1,0,0,2,4,0,3,-0.7493333333333325,0.5615004444444432,2.3870250000000053
42,4,4,5,0,1,2,4,0,3,1.4342857142857142,2.057175510204081,4.410000000000006
24,4,4,1,1,1,1,3,0,3,-0.11902777777777018,0.014167611882714242,0.5183999999999984
37,4,4,6,1,1,1,4,0,3,0.2093055555555523,0.043808815586418394,7.155624999999985
30,2,3,5,1,0,3,4,0,3,-1.4974999999999987,2.2425062499999964,0.0030249999999999687
27,4,4,1,1,1,1,4,0,3,-0.08908044733044207,0.007935326096591663,5.8081000000000005
34,2,4,6,1,1,3,3,0,3,0.4200000000000017,0.17640000000000144,5.35922499999999
32,3,4,5,0,1,1,4,0,3,-1.0279999999999987,1.0567839999999973,0.9506250000000027
28,4,4,1,0,0,2,4,0,3,1.2506666666666675,1.564167111111113,23.184224999999977
29,3,3,1,0,0,2,4,0,3,0.9100000000000001,0.8281000000000003,0.8010249999999992
42,4,4,3,0,1,2,4,0,3,3.616666666666667,13.08027777777778,16.120225000000005
21,2,2,0,0,1,4,4,0,3,-4.895,23.961024999999996,0.3192250000000014
22,4,4,2,1,1,3,4,0,3,-5.430726190476189,29.492786955924025,3.0625
36,4,4,3,0,1,3,4,0,3,-0.06288492063492157,0.003954513243260385,0.2116000000000008
45,2,3,3,0,0,2,4,0,3,3.0491666666666575,9.297417361111055,68.310225
34,4,4,2,0,0,2,4,0,3,3.37458333333333,11.387812673611089,18.79222500000001
35,2,3,5,1,1,3,3,0,3,1.4746071428571454,2.174466225765314,1.9182249999999945
19,4,4,1,1,1,2,3,0,3,-2.5994246031745973,6.757008267589413,4.305624999999997
27,4,4,4,1,1,3,3,0,3,-1.5966666666666711,2.5493444444444586,3.4782249999999943
37,2,4,4,1,0,2,3,0,3,2.633333333333333,6.934444444444442,0.3720999999999993
26,3,2,4,1,1,3,4,0,3,-1.8200000000000003,3.312400000000001,2.175625000000004
28,1,3,5,1,1,3,4,0,3,-1.4175000000000004,2.009306250000001,0.6084000000000018
31,3,4,5,1,1,1,4,0,3,-2.7416825396825217,7.516823148400002,6.890625
32,2,2,6,1,1,2,3,0,3,-0.3200000000000003,0.10240000000000019,5.593225000000009
40,2,2,4,0,0,2,4,0,3,1.740000000000002,3.0276000000000067,1.5750250000000063
27,3,3,5,1,1,2,4,0,3,-1.0500000000000007,1.1025000000000016,5.546025000000002
27,2,2,3,1,1,2,2,1,3,0.05999999999999872,0.0035999999999998464,0.8836000000000024
37,4,4,5,0,0,2,4,0,3,-0.6287716450216507,0.39535378158323276,6.7860249999999835
22,4,3,1,1,1,2,2,0,3,-0.8573809523809537,0.7351020975056711,0.09302499999999983
27,4,4,4,1,1,1,2,1,3,-2.233833333333333,4.99001136111111,10.465224999999997
21,4,4,1,0,1,2,4,0,3,-2.1846190476190444,4.772560383219941,8.094024999999993
30,1,3,2,1,1,3,4,0,3,1.2149999999999999,1.4762249999999997,77.35202500000003
23,2,2,1,1,1,2,4,0,3,0.5199999999999996,0.27039999999999953,3.802499999999997
25,2,4,3,1,1,1,3,0,3,-2.299333333333344,5.2869337777778265,0.1892249999999989
42,2,4,6,1,1,2,4,0,3,3.041333333333334,9.24970844444445,15.171025000000025
29,4,4,3,1,1,1,4,0,3,-6.16641805253569,38.02471159863805,0.21622499999999986
33,4,4,2,1,0,2,4,0,3,5.0645000000000024,25.649160250000026,25.806399999999982
33,4,4,3,1,1,1,4,0,3,-2.1664180525356898,4.69336717835253,0.6006249999999977
39,3,3,8,1,0,1,4,0,3,-1.7480000000000047,3.0555040000000164,12.816399999999987
33,3,3,4,1,0,2,2,0,3,1.4594999999999985,2.1301402499999957,7.128900000000009
17,3,3,1,1,1,2,4,0,3,-1.9048333333333325,3.6283900277777748,10.017224999999994
